key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,_collected_on
STRATEGY INDICES,NIFTY100 ALPHA 30,NIFTY100 ALPHA 30,18067.55,148.3,0.83,17948.7,18068.4,17903.05,17919.25,0.0,0.0,0,21.3,3.39,1.31,7,23,0,0.18,-1.26,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,18298.4,18024.1,18035.1,17919.25,2026-07-20
STRATEGY INDICES,NIFTY200 VALUE 30,NIFTY200 VALUE 30,15182.9,181.8,1.21,14989.55,15187.75,14964.25,15001.1,0.0,0.0,0,8.63,1.4,2.63,3,27,0,14.86,-1.76,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,15454.75,15074.45,13219.1,15001.1,2026-07-20
STRATEGY INDICES,NIFTY500 EQUAL WEIGHT,NIFTY500 EW,14933.7,41.3,0.28,14871.35,14946.1,14843.65,14892.4,0.0,0.0,0,28.26,3.71,0.83,207,291,2,1.71,1.01,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,14784.8,15013.1,14683.05,14892.4,2026-07-20
STRATEGY INDICES,NIFTY500 MULTICAP MOMENTUM QUALITY 50,NIFTY MULTI MQ 50,41040.95,300.75,0.74,40717.5,41088.45,40666.45,40740.2,0.0,0.0,0,31.68,8.11,1.02,18,32,0,-3.61,-4.24,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,42858.15,41088.85,42577.05,40740.2,2026-07-20
STRATEGY INDICES,NIFTY500 VALUE 50,NIFTY500 VALUE 50,16125.95,148.9,0.93,15965.5,16131.6,15940.85,15977.05,0.0,0.0,0,9.73,1.43,2.61,15,35,0,12.69,-2.46,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,16533.15,16107.0,14309.55,15977.05,2026-07-20
STRATEGY INDICES,NIFTY TOP 20 EQUAL WEIGHT,NIFTY TOP 20 EW,8772.05,-28.35,-0.32,8761.4,8776.85,8732.9,8800.4,0.0,0.0,0,21.6,3.6,1.45,8,12,0,-3.57,1.71,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,8624.4,8747.0,9096.75,8800.4,2026-07-20
STRATEGY INDICES,NIFTY500 QUALITY 50,NIFTY500 QLTY50,19815.75,97.25,0.49,19718.0,19826.75,19660.05,19718.5,0.0,0.0,0,27.31,9.27,1.51,20,30,0,-0.56,-0.7,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,19955.7,19793.8,19926.5,19718.5,2026-07-20
STRATEGY INDICES,NIFTY500 LOW VOLATILITY 50,NIFTY500 LOWVOL50,22382.3,166.2,0.75,22220.8,22383.3,22189.95,22216.1,0.0,0.0,0,21.92,3.91,1.67,15,34,1,3.02,1.94,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,21956.25,22153.9,21725.3,22216.1,2026-07-20
STRATEGY INDICES,NIFTY500 MULTIFACTOR MQVLV 50,NIFTY500 MQVLV50,31192.75,283.45,0.92,30874.15,31208.65,30840.7,30909.3,0.0,0.0,0,13.25,2.52,1.99,14,35,1,-1.4,0.18,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,31135.35,31121.15,31637.1,30909.3,2026-07-20
STRATEGY INDICES,NIFTY50 USD,NIFTY50 USD,8720.4,-36.88,-0.42,8757.3,8757.3,8645.45,8757.28,0.0,0.0,0,0,0,0,,,,-13.16,-1.13,,19-Jun-2026,17-Jul-2026,13-Jul-2026,8819.97,8773.33,0.0,8757.28,2026-07-20
STRATEGY INDICES,NIFTY500 FLEXICAP QUALITY 30,NIFTY500 FLEXICAP,9928.8,52.35,0.53,9877.7,9948.15,9853.2,9876.45,0.0,0.0,0,33.38,7.02,1.25,12,18,0,0.0,1.71,,19-Jun-2026,17-Jul-2026,13-Jul-2026,9762.2,9902.3,0.0,9876.45,2026-07-20
STRATEGY INDICES,NIFTY TOTAL MARKET MOMENTUM QUALITY 50,NIFTY TMMQ 50,43468.1,367.15,0.85,43073.15,43473.0,43015.45,43100.95,0.0,0.0,0,36.53,9.95,0.97,15,35,0,0.0,-3.51,,19-Jun-2026,17-Jul-2026,13-Jul-2026,45051.35,43487.25,0.0,43100.95,2026-07-20
THEMATIC INDICES,NIFTY COMMODITIES,NIFTY COMMODITIES,9932.3,100.2,1.02,9840.7,9934.2,9824.65,9832.1,10569.65,8560.6,0,14.22,2.13,1.82,3,27,0,11.01,-1.23,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,10055.8,9842.1,8947.25,9832.1,2026-07-20
THEMATIC INDICES,NIFTY INDIA CONSUMPTION,NIFTY CONSUMPTION,11745.15,40.15,0.34,11693.5,11756.8,11671.35,11705.0,12716.2,10298.5,0,39.02,7.29,0.76,9,21,0,0.39,1.06,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,11621.6,11667.2,11699.15,11705.0,2026-07-20
THEMATIC INDICES,NIFTY CPSE,NIFTY CPSE,6675.85,60.4,0.91,6628.4,6695.8,6610.8,6615.45,7593.35,6101.9,0,12.6,2.13,2.81,1,10,0,2.08,-2.76,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,6865.05,6685.75,6540.0,6615.45,2026-07-20
THEMATIC INDICES,NIFTY ENERGY,NIFTY ENERGY,39686.1,409.1,1.04,39273.1,39708.8,39236.35,39277.0,41828.55,32890.3,0,14.32,2.31,1.93,6,34,0,9.53,-2.13,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,40548.1,39220.35,36231.65,39277.0,2026-07-20
THEMATIC INDICES,NIFTY INFRASTRUCTURE,NIFTY INFRA,9452.8,75.45,0.8,9354.65,9453.5,9347.8,9377.35,9792.6,8426.65,0,21.17,2.9,1.09,5,25,0,2.56,-0.62,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,9511.85,9381.15,9216.9,9377.35,2026-07-20
THEMATIC INDICES,NIFTY100 LIQUID 15,NIFTY100 LIQ 15,7514.9,13.85,0.18,7466.7,7515.4,7458.0,7501.05,7774.6,6565.7,0,24.64,3.12,0.96,6,9,0,7.02,1.38,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,7412.75,7448.05,7022.25,7501.05,2026-07-20
THEMATIC INDICES,NIFTY MIDCAP LIQUID 15,NIFTY MID LIQ 15,16738.1,57.3,0.34,16672.3,16762.7,16577.05,16680.8,17142.65,13702.75,0,39.8,5.29,0.51,7,8,0,8.57,0.44,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,16664.25,16900.1,15416.2,16680.8,2026-07-20
THEMATIC INDICES,NIFTY MNC,NIFTY MNC,32579.3,80.9,0.25,32510.4,32618.05,32383.05,32498.4,33825.6,27597.2,0,35.93,7.42,1.61,13,17,0,11.81,-0.32,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,32685.15,32448.3,29137.65,32498.4,2026-07-20
THEMATIC INDICES,NIFTY PSE,NIFTY PSE,10015.8,77.25,0.78,9933.3,10020.45,9915.45,9938.55,10839.05,9168.35,0,10.12,1.99,2.85,4,16,0,0.54,-1.6,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,10178.5,9958.35,9962.25,9938.55,2026-07-20
THEMATIC INDICES,NIFTY SERVICES SECTOR,NIFTY SERV SECTOR,31211.5,-227.95,-0.73,31138.25,31235.0,31022.1,31439.45,34549.75,28232.65,0,20.17,3.18,1.29,8,22,0,-4.73,2.12,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,30562.7,31271.2,32761.35,31439.45,2026-07-20
THEMATIC INDICES,NIFTY100 ESG SECTOR LEADERS,NIFTY100ESGSECLDR,4085.5,-10.45,-0.26,4072.1,4085.6,4064.65,4095.95,0.0,0.0,0,21.79,3.31,1.2,20,40,0,-2.4,1.71,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,4017.0,4072.8,4185.75,4095.95,2026-07-20
THEMATIC INDICES,NIFTY INDIA DIGITAL,NIFTY IND DIGITAL,8258.0,15.6,0.19,8243.55,8284.65,8236.9,8242.4,9723.25,7233.65,0,28.85,7.02,1.56,27,24,0,-7.62,5.26,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,7845.65,8256.15,8939.35,8242.4,2026-07-20
THEMATIC INDICES,NIFTY100 ESG,NIFTY100 ESG,4990.15,-1.1,-0.02,4976.75,4990.2,4966.45,4991.25,0.0,0.0,0,21.62,3.72,1.36,25,55,0,1.55,1.95,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,4894.5,4971.15,4913.9,4991.25,2026-07-20
THEMATIC INDICES,NIFTY INDIA MANUFACTURING,NIFTY INDIA MFG,16005.25,79.6,0.5,15916.35,16005.55,15896.95,15925.65,0.0,0.0,0,27.14,4.21,1.05,24,52,0,11.05,-0.1,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,16020.9,15900.15,14412.75,15925.65,2026-07-20
THEMATIC INDICES,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,NIFTY TATA 25 CAP,14193.4,25.7,0.18,14178.95,14227.7,14126.65,14167.7,15588.85,13218.65,0,33.19,4.5,1.73,4,6,0,-5.57,-0.48,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,14261.35,14127.4,15030.7,14167.7,2026-07-20
THEMATIC INDICES,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20,NIFTY MULTI MFG,16525.1,96.6,0.59,16419.05,16525.85,16406.15,16428.5,16649.05,14148.2,0,29.09,3.86,0.85,24,51,0,8.01,1.52,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,16278.45,16344.55,15300.3,16428.5,2026-07-20
THEMATIC INDICES,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,NIFTY MULTI INFRA,14741.9,97.9,0.67,14612.15,14742.7,14604.05,14644.0,14885.8,12542.85,0,23.3,3.46,0.9,26,49,0,2.85,0.12,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,14724.65,14698.8,14333.95,14644.0,2026-07-20
THEMATIC INDICES,NIFTY INDIA DEFENCE,NIFTY IND DEFENCE,9348.7,3.35,0.04,9321.7,9360.55,9294.5,9345.35,9784.6,7184.9,0,56.61,12.43,0.53,9,9,1,14.52,-2.49,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,9587.5,9414.1,8163.4,9345.35,2026-07-20
THEMATIC INDICES,NIFTY INDIA TOURISM,NIFTY IND TOURISM,7959.9,-17.35,-0.22,7947.85,7962.8,7877.75,7977.25,9452.55,6502.65,0,77.57,9.61,0.38,8,7,0,-15.57,0.85,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,7893.15,8147.0,9428.35,7977.25,2026-07-20
THEMATIC INDICES,NIFTY CAPITAL MARKETS,NIFTY CAPITAL MKT,5409.85,25.3,0.47,5378.1,5414.95,5335.75,5384.55,5697.1,4086.85,0,46.85,12.97,0.81,10,7,0,16.96,-2.75,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,5562.7,5537.5,4625.55,5384.55,2026-07-20
THEMATIC INDICES,NIFTY EV & NEW AGE AUTOMOTIVE,NIFTY EV,3147.3,-2.0,-0.06,3146.7,3155.9,3134.05,3149.3,0.0,0.0,0,41.29,4.71,0.91,22,16,0,6.67,0.72,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,3124.65,3128.7,2950.5,3149.3,2026-07-20
THEMATIC INDICES,NIFTY INDIA NEW AGE CONSUMPTION,NIFTY NEW CONSUMP,11759.4,4.15,0.04,11730.9,11775.9,11694.25,11755.25,0.0,0.0,0,46.83,6.87,0.58,38,37,0,0.45,3.06,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,11410.65,11784.8,11706.6,11755.25,2026-07-20
THEMATIC INDICES,NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR),NIFTY CORP MAATR,39099.15,112.8,0.29,38990.1,39117.7,38916.25,38986.35,0.0,0.0,0,25.21,3.21,0.93,17,24,1,6.36,1.26,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,38612.3,38775.3,36760.5,38986.35,2026-07-20
THEMATIC INDICES,NIFTY MOBILITY,NIFTY MOBILITY,22510.8,-54.8,-0.24,22513.35,22521.0,22393.45,22565.6,0.0,0.0,0,32.89,4.35,1.01,13,17,0,7.46,1.9,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,22091.2,22466.75,20948.25,22565.6,2026-07-20
THEMATIC INDICES,NIFTY100 ENHANCED ESG,NIFTY100 ENH ESG,5024.2,-1.1,-0.02,5010.7,5024.25,5000.3,5025.3,0.0,0.0,0,21.61,3.73,1.36,25,53,0,1.5,1.98,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,4926.75,5004.95,4949.8,5025.3,2026-07-20
THEMATIC INDICES,NIFTY CORE HOUSING,NIFTY COREHOUSING,15890.85,64.1,0.41,15804.35,15909.1,15722.85,15826.75,16610.25,12788.2,0,34.31,3.63,0.54,12,17,1,-3.85,3.0,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,15428.65,15863.05,16527.65,15826.75,2026-07-20
THEMATIC INDICES,NIFTY HOUSING,NIFTY HOUSING,12063.3,29.7,0.25,11987.65,12066.5,11960.4,12033.6,12244.25,10358.7,0,22.15,2.87,0.95,13,37,0,4.67,-0.59,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,12134.5,12076.75,11525.5,12033.6,2026-07-20
THEMATIC INDICES,NIFTY IPO,NIFTY IPO,2291.05,-4.0,-0.17,2292.65,2298.5,2286.8,2295.05,2336.35,1774.6,0,54.44,9.89,0.12,52,52,0,8.49,1.01,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,2268.2,2323.4,2111.85,2295.05,2026-07-20
THEMATIC INDICES,NIFTY MIDSMALL INDIA CONSUMPTION,NIFTY MS IND CONS,18964.65,131.85,0.7,18794.0,18969.0,18752.25,18832.8,20135.15,15614.35,0,35.72,8.51,0.8,10,20,0,-5.28,5.04,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,18053.85,18961.0,20021.7,18832.8,2026-07-20
THEMATIC INDICES,NIFTY NON-CYCLICAL CONSUMER,NIFTY NONCYC CONS,15329.25,88.5,0.58,15212.75,15343.4,15194.65,15240.75,16983.45,13311.1,0,55.6,9.87,0.67,7,23,0,-4.52,1.17,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,15152.65,15210.45,16054.15,15240.75,2026-07-20
THEMATIC INDICES,NIFTY RURAL,NIFTY RURAL,15447.15,71.55,0.47,15375.3,15447.75,15342.15,15375.6,16396.4,13751.35,0,24.09,3.81,0.98,27,47,1,2.54,0.56,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,15361.45,15373.2,15065.2,15375.6,2026-07-20
THEMATIC INDICES,NIFTY SHARIAH 25,NIFTY SHARIAH 25,7952.1,41.5,0.52,7921.0,7958.1,7908.9,7910.6,8562.1,7196.6,0,26.44,4.78,1.88,8,17,0,-3.33,2.65,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,7746.65,7861.4,8225.95,7910.6,2026-07-20
THEMATIC INDICES,NIFTY TRANSPORTATION & LOGISTICS,NIFTY TRANS LOGIS,25024.65,-89.65,-0.36,25070.4,25076.65,24903.0,25114.3,26459.7,21355.4,0,43.13,5.12,0.84,16,14,0,7.66,2.19,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,24488.2,25050.25,23243.65,25114.3,2026-07-20
THEMATIC INDICES,NIFTY50 SHARIAH,NIFTY50 SHARIAH,4272.95,22.65,0.53,4264.05,4275.7,4253.35,4250.3,4982.45,4082.25,0,23.47,3.96,1.9,5,12,0,-9.4,1.92,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,4192.35,4242.15,4716.05,4250.3,2026-07-20
THEMATIC INDICES,NIFTY500 SHARIAH,NIFTY500 SHARIAH,6953.8,41.05,0.59,6914.7,6954.3,6907.55,6912.75,7291.95,6162.95,0,28.54,4.59,1.25,80,115,1,-3.18,0.53,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,6917.4,6933.3,7182.5,6912.75,2026-07-20
THEMATIC INDICES,NIFTY SME EMERGE,NIFTY SME EMERGE,14100.7,-41.35,-0.29,14124.9,14155.05,14087.6,14142.05,17223.65,11015.55,0,23.03,3.56,0.21,,,,-7.44,0.43,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,14040.8,14102.35,15233.69,14142.05,2026-07-20
THEMATIC INDICES,NIFTY INDIA INTERNET,NIFTY INTERNET,1345.2,0.5,0.04,1342.15,1349.35,1338.7,1344.7,1501.9,1056.45,0,171.69,7.06,0.21,14,13,0,0.0,6.89,,19-Jun-2026,17-Jul-2026,13-Jul-2026,1258.5,1355.4,0.0,1344.7,2026-07-20
THEMATIC INDICES,NIFTY WAVES,NIFTY WAVES,1957.35,0.9,0.05,1962.25,1970.65,1952.35,1956.45,2789.8,1581.05,0,0,2.57,0.6,19,20,2,-14.67,-0.34,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,1964.05,2001.35,2293.85,1956.45,2026-07-20
THEMATIC INDICES,NIFTY INDIA INFRASTRUCTURE & LOGISTICS,NIFTY INFRALOG,12273.05,76.55,0.63,12185.5,12276.65,12144.85,12196.5,12549.95,9210.4,0,29.96,4.3,0.81,38,61,1,0.0,-1.25,,19-Jun-2026,17-Jul-2026,13-Jul-2026,12429.0,12287.8,0.0,12196.5,2026-07-20
THEMATIC INDICES,NIFTY INDIA RAILWAYS PSU,NIFTY RAILWAYSPSU,2874.0,18.55,0.65,2856.8,2875.2,2838.9,2855.45,4005.5,2744.6,0,20.47,2.99,1.88,8,9,0,-23.45,-3.55,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,2979.75,2856.3,3754.35,2855.45,2026-07-20
THEMATIC INDICES,NIFTY CONGLOMERATE 50,NIFTYCONGLOMERATE,14921.75,58.9,0.4,14877.55,14926.85,14819.6,14862.85,15284.3,12226.8,0,24.28,3.98,1.04,21,29,0,4.9,0.98,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,14776.45,14868.65,14225.3,14862.85,2026-07-20
FIXED INCOME INDICES,NIFTY 8-13 YR G-SEC,NIFTY GS 8 13YR,3045.49,-4.22,-0.13,3050.25,3050.27,3039.52,3049.71,0.0,0.0,0,0,0,0,,,,3.43,1.1,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,3012.39,3053.62,2944.52,3048.58,2026-07-20
FIXED INCOME INDICES,NIFTY 10 YR BENCHMARK G-SEC,NIFTY GS 10YR,2670.08,-3.18,-0.11,2673.76,2673.76,2663.23,2673.26,0.0,0.0,0,0,0,0,,,,2.45,1.01,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,2643.5,2677.66,2606.27,2672.27,2026-07-20
FIXED INCOME INDICES,NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE),NIFTY GS 10YR CLN,877.54,-1.23,-0.13,878.77,878.77,875.26,878.77,0.0,0.0,0,0,0,0,,,,-4.16,0.42,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,873.88,881.24,915.67,878.78,2026-07-20
FIXED INCOME INDICES,NIFTY 4-8 YR G-SEC INDEX,NIFTY GS 4 8YR,3325.34,-3.51,-0.1,3329.44,3329.44,3320.69,3328.85,0.0,0.0,0,0,0,0,,,,4.58,0.64,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,3304.18,3331.25,3179.64,3327.65,2026-07-20
FIXED INCOME INDICES,NIFTY 11-15 YR G-SEC INDEX,NIFTY GS 11 15YR,3369.6,-3.91,-0.11,3374.15,3374.15,3362.51,3373.51,0.0,0.0,0,0,0,0,,,,3.97,1.71,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,3312.98,3378.2,3240.86,3372.22,2026-07-20
FIXED INCOME INDICES,NIFTY 15 YR AND ABOVE G-SEC INDEX,NIFTY GS 15YRPLUS,3555.15,-14.06,-0.39,3569.93,3569.93,3548.81,3569.21,0.0,0.0,0,0,0,0,,,,0.9,1.16,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,3514.28,3587.6,3523.33,3567.77,2026-07-20
FIXED INCOME INDICES,NIFTY COMPOSITE G-SEC INDEX,NIFTY GS COMPSITE,3135.09,-5.27,-0.16,3140.94,3140.95,3130.08,3140.36,0.0,0.0,0,0,0,0,,,,3.25,1.12,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,3100.45,3146.45,3036.45,3139.19,2026-07-20
FIXED INCOME INDICES,NIFTY BHARAT BOND INDEX - APRIL 2030,BHARATBOND-APR30,1604.59,0.62,0.0,1604.91,1604.91,1604.59,1603.97,0.0,0.0,0,0,0,0,,,,4.44,0.34,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,1599.21,1605.63,1536.42,1603.97,2026-07-20
FIXED INCOME INDICES,NIFTY BHARAT BOND INDEX - APRIL 2031,BHARATBOND-APR31,1458.89,0.64,0.0,1459.09,1459.09,1458.89,1458.25,0.0,0.0,0,0,0,0,,,,4.06,0.33,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,1454.14,1461.4,1401.97,1458.25,2026-07-20
FIXED INCOME INDICES,NIFTY BHARAT BOND INDEX - APRIL 2032,BHARATBOND-APR32,1325.85,0.77,0.01,1325.85,1325.85,1325.84,1325.08,0.0,0.0,0,0,0,0,,,,3.75,0.46,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,1319.79,1329.35,1277.88,1325.08,2026-07-20
FIXED INCOME INDICES,NIFTY BHARAT BOND INDEX - APRIL 2033,BHARATBOND-APR33,1286.12,0.75,0.01,1286.12,1286.12,1286.12,1285.37,0.0,0.0,0,0,0,0,,,,3.66,0.65,18-Jul-2025,19-Jun-2026,17-Jul-2026,13-Jul-2026,1277.85,1288.45,1240.67,1285.37,2026-07-20
